t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19 
4.06103,-0.3074868459935872,-6.899200115763845,3.2712261859725533,0.3451173958430878,-0.7535332580835067,0.041711616651201724,-0.5579788831757683,-16.896079516763482,1.7665429685014051,3.010583640555692,-6.973904745188249,3.4120547303577426,0.2995372236597451,29.275604834347135,12.813107175673116,-14.71523948451278,-0.6538942626886999,-1.4655512637877917,0.0009675838517317855,6.879259255912971,6.879048976959837,6.87905971247432,6.879237093576495,0.03137661465966588,0.00024245699469458825,0.045045993343255666,0.0337657116548468,3.593980789929881e-05,0.04697367154271559,0.039051455978423674,9.643694062087085e-05,0.046537255347730684,0.9879444529160375,0.00054466131513147,0.08421851769302661,0.9883881642034804,0.00040945418868075566,0.08057458815770806,0.9891989822432133,0.0001514978114417533,0.05000784473255434,0.9912497961087474,5.0371372975749565e-05,0.04750279049587174,0.9912842012689419,4.314613932379243e-05,0.044969798437897085,0.9913183957766316,3.5953098388652355e-05,0.0474662255584695,0.991917433682896,4.655429868703673e-05,0.04499923354256808,0.9929203789616396,6.344385092436794e-05,0.04495222503555033,0.9934352587435714,5.6369906380927474e-05,0.04496520512319678,0.9938221531757055,4.7918705235639964e-05,0.0449917023706042,0.9943300051950823,3.784680539868822e-05,0.04501020785519237,0.9946727907309465,3.358269350558026e-05,0.0449685747269294,0.9949972357704115,2.579954079032299e-05,0.04500556987053595,0.9956882168892209,2.93958075227597e-05,0.04499444359095715,0.9966417558133689,3.229286398560585e-05,0.044948429322665955,0.9974786984005003,2.583599070668116e-05,0.044961378029331214,0.9986028717262678,1.3329943878898942e-05,0.04498609525036688
4.08322,-0.6753120043997296,-6.85663402550425,3.3344450784761337,0.285824626871483,-0.7562986473827116,0.10021784684228384,-0.5798893835086197,-16.24641272481601,2.0508838140894143,2.6840318072891747,-6.988415577340739,3.379532089293039,0.29955869570448856,29.7699418053745,7.774821217297159,-15.387334755306743,137.54897412705873,-137.7140617456712,-26.980943650177768,6.879259513896924,6.879082653124931,5.961717756680861,6.879246701558898,0.031129304240229135,0.00024731041943675013,0.045044005103934984,0.03373056716680719,3.5144488039609764e-05,0.04688778164747844,0.03896131609802511,9.013988039856672e-05,0.046344774084249106,0.9872911946161738,0.0006532582998637301,0.0858890856397352,0.9879275795036706,0.00046058469980980813,0.08234875699790482,0.9890553931981825,0.00014358904503092068,0.049512286087652214,0.9911987546611706,5.104144757683155e-05,0.04756179231837183,0.9912411082726508,4.3092996291196366e-05,0.044968587231135185,0.9912832379290448,3.515784758678332e-05,0.04736251299124206,0.991872363634836,4.507004805996485e-05,0.04499987734632341,0.9928580418594506,6.233710218899079e-05,0.04494099553808643,0.9933793332642489,5.592547932267234e-05,0.044959874566894355,0.9937744128572468,4.774031845878495e-05,0.044992646299988406,0.9942917367929159,3.826840216641487e-05,0.04501021310700162,0.9946392365074782,3.355422346820402e-05,0.04496737679353571,0.99497191769301,2.531807740161453e-05,0.04500555923799098,0.9956592494123332,2.8967476887796256e-05,0.044995119709083695,0.9966093611597675,3.2394653601377416e-05,0.044937468523131255,0.9974526570273345,2.6041373165751656e-05,0.044956223733866756,0.9985895016680585,1.3370058209332896e-05,0.04498690858719518
4.10541,-1.0285467536949433,-6.8090522693953615,3.390258950436565,0.2374912189663465,-0.7602112037707933,0.14116472556320278,-0.5880037616749463,-15.585775901133053,2.223418017457282,2.3425652359350773,-3.9360106394263363,0.32346362523866207,-0.29918634147272133,31.088134549269018,5.054307500725623,-16.70593734640729,15.269524060752058,10.010972035174369,1.8189964298488048,6.879259725092311,6.7977197269301985,6.859557800325497,6.8792519198727495,0.030879059591677017,0.0002502446485521171,0.04504165293008678,0.03369616147737759,3.440568942959063e-05,0.04680967445308911,0.038876649638700744,8.466645932436185e-05,0.04618783649675653,0.9864996402228853,0.000791554393288514,0.08715423173245271,0.9874104592180728,0.0005171202855978481,0.08380357119606874,0.9889189707275735,0.00013642247060901284,0.049082756358438076,0.9911470692337094,5.168542746114056e-05,0.04762008168332948,0.9911980478539558,4.306041869494277e-05,0.044967628269059236,0.9912488188258847,3.4419103160205974e-05,0.04726754775266402,0.9918287171298862,4.364650494986387e-05,0.0450004183207122,0.9927968135559243,6.122830352633944e-05,0.044926825690594405,0.9933238852987559,5.544796549283348e-05,0.04495401869426601,0.9937269075372045,4.750532004223082e-05,0.04499350843810489,0.9942530739034873,3.866288942866195e-05,0.04501020282981227,0.9946057065071682,3.3530000310155634e-05,0.044966426347438054,0.9949470538816038,2.486381140620976e-05,0.045005542103548644,0.9956307106630556,2.8538749277538516e-05,0.04499570879930769,0.9965768825138593,3.247864590817649e-05,0.04492353542116821,0.9974264208851019,2.6236142232680733e-05,0.04495052826319389,0.9985760928459082,1.3408822150337424e-05,0.0449876468953622
4.1276,-1.3667683640632622,-6.758366016270563,3.4381767488764106,0.20300595002626362,-0.7670598517007813,0.16438344587655135,-0.5859905379161141,-14.895886528922398,2.335580200206108,1.9718370209681086,-3.597158452861948,0.5456211561647901,-0.2588202557221268,30.939905429754646,2.7112255857693635,-17.632216318807227,42.90551880524053,-8.818019122229392,-1.8479097310863732,6.879259909895795,6.767946378576588,6.705111947826638,6.879254410002782,0.03062785218879841,0.0002512074028786065,0.045039038644388234,0.03366244383407564,3.371764330195059e-05,0.046738390396832516,0.03879676273198319,7.98869067175572e-05,0.0460587046041321,0.985529703219759,0.0009699370031263046,0.0880828327448776,0.986831506849524,0.0005789523685487789,0.08497728714672312,0.9887890432976616,0.00012992742991185417,0.04871020924333642,0.9910947737831797,5.229545052982186e-05,0.04767648535231443,0.991155005041733,4.304281222280771e-05,0.044966946724356735,0.9912150877254358,3.373110044880666e-05,0.04718042072772943,0.9917864224115067,4.229471837956242e-05,0.0450008733051053,0.9927366795268854,6.013402903900845e-05,0.044908679612568086,0.9932689348697425,5.495042901343675e-05,0.04494764776825224,0.9936796879210524,4.721961615203793e-05,0.04499429494106428,0.9942140491357259,3.902476776135081e-05,0.04501017641089799,0.9945721966969473,3.350981022084224e-05,0.0449657495137874,0.994922619439337,2.4434442266767547e-05,0.045005519305762506,0.995602597069516,2.81135935396348e-05,0.04499622399769264,0.9965443350943861,3.254741947324842e-05,0.044905598621786794,0.9973999994992508,2.6421385851101934e-05,0.04494430334103666,0.9985626464545913,1.344639131691347e-05,0.04498831730156018
4.14979,-1.6897097526601288,-6.705783188049707,3.4776270133816816,0.1736925129049774,-0.7712172556607823,0.1832049433361227,-0.5843713387680975,-14.209286569077193,2.3957461041564905,1.5805533745471176,-2.6450247252492756,0.34993692600504184,-0.2998279682389627,31.034236488900437,0.8912864508531809,-18.388755012557723,19.980898519872053,0.48526391467835084,-0.0043719376923652045,6.879260036978282,6.812980107759572,6.812827709218549,6.879256284318799,0.03037753155322596,0.00025032063557245014,0.04503628513280837,0.03362936677694675,3.307705712889016e-05,0.046673289545813255,0.03872106450290539,7.569822907779197e-05,0.04595161470143482,0.9843261718013868,0.001203531418372152,0.08874484697205234,0.9861856750116718,0.0006458318378523165,0.08591407243923342,0.9886649926285598,0.00012405066910184544,0.048387265681583046,0.9910419049409233,5.286884225641122e-05,0.047730429183055506,0.9911119678196786,4.303722205448998e-05,0.044966544619557895,0.9911819971757674,3.309054966847559e-05,0.04710052430180091,0.9917453998813054,4.102253020128912e-05,0.04500125643986873,0.9926776133036636,5.906622322172644e-05,0.04488505787786177,0.9932144908011924,5.444406855014724e-05,0.04494078625178937,0.9936327965367983,4.68913842541339e-05,0.04499501038726809,0.9941746963014706,3.9352834255225955e-05,0.045010134893603844,0.9945387028126788,3.349388426853168e-05,0.04496534899191598,0.9948985901834253,2.4029255911629815e-05,0.04500549198379955,0.995574901114092,2.769595542411631e-05,0.04499667583978501,0.9965117315997942,3.260349459184346e-05,0.04488216270646792,0.9973734012104686,2.6598288782224447e-05,0.04493757487176208,0.9985491634421304,1.3483012460855501e-05,0.04498892516632069
4.17198,-1.997387370972669,-6.6523315063310475,3.5081986720249474,0.15022475767645324,-0.7739050148807313,0.19696302696768972,-0.5828448962372613,-13.520593270531625,2.4155250024067048,1.1724810718734513,-2.2016205218149,0.3607056138760805,-0.29992498767720366,30.921465735584928,-0.6215662094658837,-18.912131015595776,16.43822846093436,0.4159296360955819,-0.0014330025467457058,6.879260101499226,6.824746140861533,6.824695031401442,6.879257714125724,0.030129727500306222,0.0002478040529197405,0.04503350833627726,0.033596886087639895,3.248068930685952e-05,0.04661378191038551,0.03864905066613578,7.201383676960971e-05,0.04586211920650227,0.9828110815187356,0.0015150902826511201,0.08920366446729004,0.9854683021158999,0.0007173728957718535,0.08665705537836306,0.9885462548647397,0.00011873776382013034,0.04810713599808872,0.9909885007261827,5.340421474053579e-05,0.047781526194491226,0.9910689261242877,4.30416953908834e-05,0.04496640879504389,0.9911495029646615,3.2494211105801627e-05,0.04702725287454541,0.9917055664550434,3.983342626193484e-05,0.04500157980691212,0.9926195799377836,5.803336587999924e-05,0.044853719674176395,0.9931605525793168,5.393822187561009e-05,0.04493347245217573,0.9935862678938993,4.6528642899063066e-05,0.04499565969097211,0.9941350493369415,3.9646964529058666e-05,0.04501007969485426,0.9945052203066044,3.3482506074418166e-05,0.04496521214452928,0.9948749428656398,2.3647317785520987e-05,0.045005461077767185,0.9955476120476687,2.7289066423245016e-05,0.044997073291842216,0.9964790823084818,3.264929131244646e-05,0.04485099042106866,0.9973466331606299,2.6768049838696004e-05,0.04493038251158806,0.9985356445253101,1.3518916820417155e-05,0.04498947597274526
4.19418,-2.2898082079361846,-6.598823450540613,3.5295787445338602,0.13010782052965422,-0.7753596888132163,0.20799920519503057,-0.5819146805222358,-12.83440251340054,2.4017315751633883,0.7527943205555985,-1.8368331430419278,0.3699356767180639,-0.2999567880165191,30.784042097461775,-1.9119126701121525,-19.283114765695498,13.208316996327609,0.3513526848335609,-0.0006228678816678396,6.879260093850963,6.835504691207505,6.835482225590633,6.879258805742068,0.029885783916177574,0.00024394358412864982,0.04503080547200452,0.03356496002312887,3.1926064511024634e-05,0.046559392484366746,0.03858028699132796,6.87636748078224e-05,0.04578682947942898,0.9808713621295512,0.0019397193891844491,0.08951239447061271,0.9846752634066707,0.0007930387092292335,0.08724453811319989,0.9884323144286379,0.00011394043610182792,0.04786400958380382,0.9909345991745355,5.3901551647184636e-05,0.04782957190243427,0.9910258710253238,4.305509896386448e-05,0.044966513022969425,0.9911175633538779,3.193961078357282e-05,0.04696010582211866,0.9916668376320286,3.872882301484236e-05,0.04500185349846525,0.9925625388319614,5.7041105822175267e-05,0.04481123525612976,0.9931071121393062,5.3440440010554675e-05,0.04492575995663137,0.993540127985844,4.613990805531834e-05,0.044996247392468575,0.9940951411859491,3.990815099236958e-05,0.04501001256657152,0.9944717442622794,3.347604432493013e-05,0.04496531315342149,0.9948516547982703,2.3288067369477924e-05,0.04500542751793692,0.9955207161452547,2.6895902414063914e-05,0.044997423721565705,0.9964463952916176,3.268701686418598e-05,0.0448086552246155,0.9973197013522515,2.693180837838471e-05,0.04492278106068053,0.9985220901642825,1.355436102759468e-05,0.04498997458243249
4.21637,-2.567034903522304,-6.545947528331614,3.5415485269903173,0.11274156314907001,-0.7759318315033987,0.21682983689650023,-0.5815522429863038,-12.151261379825396,2.359303547530695,0.32487491873724567,-1.5437220364197382,0.37773268630640705,-0.2999706103296969,30.640372136321123,-3.0204894069102117,-19.535131854429746,10.343775504651978,0.2982957201853159,-0.00032251645855429275,6.8792600028203745,6.84505300309924,6.845041658556513,6.879259623837238,0.0296467372730502,0.00023904664312737221,0.04502824778908437,0.03353354906014045,3.141096298841402e-05,0.04650970261699122,0.038514397321168854,6.588967015910467e-05,0.04572311337943957,0.9783376054532303,0.002533756676320841,0.08971355886230287,0.983803053676655,0.0008722097300157743,0.0877091186696608,0.9883227008646713,0.00010961356396652568,0.04765282491856463,0.9908802376138829,5.436156065265593e-05,0.04787447026305352,0.9909827942261619,4.307679916195263e-05,0.04496682311781509,0.991086138823945,3.1424529932901085e-05,0.04689862708529057,0.9916291294339971,3.7708198031499326e-05,0.04500208597671287,0.9925064457267097,5.609310525186474e-05,0.0447521570026775,0.9930541552767423,5.295686256401102e-05,0.04491771070284808,0.9934943945039288,4.57334819151735e-05,0.04499677795612945,0.9940550032316637,4.013795428536571e-05,0.04500993535950345,0.9944382693687174,3.347489356202378e-05,0.044965618161338504,0.9948287038419119,2.2950956358457673e-05,0.045005392127744376,0.9954941971533843,2.6518991870407618e-05,0.04499773333908234,0.9964136766059174,3.271868570016621e-05,0.04474971258402741,0.99729261070437,2.709064788142328e-05,0.04491483353066246,0.9985085005617128,1.3589602569654167e-05,0.04499042553987366
4.23856,-2.829137211053824,-6.494292789338191,3.5439558727195832,0.09757045534132701,-0.7758742201195064,0.2239121791537856,-0.5816885708732598,-11.471308484487569,2.292274644995557,-0.1086370962646896,-1.314179129048344,0.3843522873251054,-0.2999777674229206,30.49620106884384,-3.9834676492002536,-19.69403902933218,8.319856905325665,0.2557717118016687,-0.00018224824448500937,6.879259807313443,6.851801114285047,6.851795339527247,6.879260228995955,0.02941332584421103,0.00023341142883917046,0.04502588024424924,0.033502615624848554,3.093343529189967e-05,0.04646434679220779,0.038451053561043814,6.334376012504774e-05,0.04566891542425488,0.9749458864530525,0.003391719000177841,0.08983991169344435,0.9828487895007559,0.0009542641758990506,0.08807763658162925,0.9882169848439519,0.00010571602071942241,0.04746923919449274,0.9908254521547049,5.478545917797627e-05,0.04791620593287031,0.9909396876927323,4.3106533429525415e-05,0.04496730105074176,0.9910551918041031,3.0947019842050434e-05,0.04684240929254323,0.9915923596011351,3.6769832861895566e-05,0.04500228430527846,0.992451254163413,5.5191563296713094e-05,0.04466747324698911,0.9930016628155169,5.249246122533412e-05,0.044909386849760896,0.9934490771616935,4.53173422353985e-05,0.04499725567324494,0.9940146649204691,4.0338311194722686e-05,0.04500984993084513,0.9944047899007464,3.347946797098572e-05,0.04496608940540436,0.9948060683546966,2.2635487215273926e-05,0.045005355644418765,0.9954680366634294,2.61604899548636e-05,0.04499800738005298,0.9963809304966649,3.274610925259999e-05,0.0446651542711599,0.9972653651178535,2.7245586516433603e-05,0.04490660301826083,0.9984948756593303,1.3624902382624548e-05,0.04499083298705293
4.26075,-3.076186262190335,-6.444367971090842,3.536700555551755,0.08414269867185174,-0.7753611038431589,0.22960970320637325,-0.5822487490282888,-10.794554947640526,2.2038759026595414,-0.5456754846795895,-1.1295498182030408,0.39002822086831784,-0.2999818117674526,30.358502904665915,-4.82867697208851,-19.780186530650045,6.813183649658464,0.22114828353410793,-0.00010425948384529538,6.879259467329163,6.856825390485699,6.856823052704363,6.879260674370278,0.02918601993600162,0.00022730590820941327,0.04502372495214681,0.03347212388350793,3.0491741340624474e-05,0.0464230027864315,0.038389967628981794,6.108593206201813e-05,0.04562261595251796,0.9702647240705564,0.004681162382496022,0.08991588764501064,0.9818100999327904,0.0010386895679654802,0.08837173213422723,0.9881147742949032,0.00010221054904859939,0.047309543653572046,0.9907702773469639,5.51748077409692e-05,0.04795482278171377,0.9908965433759112,4.314431682129391e-05,0.044967908522153516,0.9910246864631125,3.050534099055034e-05,0.04679108672315552,0.9915564483728867,3.5911228248490985e-05,0.0450024543751408,0.9923969165411965,5.433762221633725e-05,0.04454152698168488,0.9929496115509701,5.2051264546855315e-05,0.04490083956198747,0.993404178205154,4.4898956539452324e-05,0.044997684647946345,0.9939741535351783,4.051138529083929e-05,0.04500975807752967,0.9943712997064452,3.3490194301202636e-05,0.04496668880274876,0.9947837271662947,2.2341188401901744e-05,0.04500531871978396,0.9954422144685092,2.582219492014914e-05,0.044998250288474734,0.996348159602564,3.2770894100839596e-05,0.04453932816270058,0.9972379675409898,2.73975768637644e-05,0.04489814150032078,0.9984812151373668,1.3660521963438071e-05,0.04499120067618837
4.28294,-3.308251587549563,-6.396617321417584,3.519722916391279,0.0721300273180728,-0.7745095651448569,0.2341840121561527,-0.583171585166269,-10.120857126468179,2.096720778263037,-0.9846256071519803,-0.9783557031824182,0.394935811906018,-0.29998412543184255,30.230216257638276,-5.576717389595882,-19.80800990932431,5.718630931460705,0.19248200578767027,-5.2302223056446775e-05,6.879258907309582,6.860475663741574,6.860475980372916,6.879261002216509,0.02896506344449457,0.00022095649150705022,0.045021786418231825,0.03344203958007709,3.0084303430839728e-05,0.04638538406714996,0.038330884937975276,5.9082691006515714e-05,0.04558292800783133,0.9635444690555705,0.006720255014986023,0.08995917101260296,0.9806848935132685,0.0011252064195219533,0.0886085983967652,0.9880157107407522,9.906355415096745e-05,0.04717058048095434,0.9907147459874137,5.553135955013418e-05,0.047990404767139457,0.9908533530052211,4.319037068994596e-05,0.04496860964655199,0.9909945885470034,3.0097916109039567e-05,0.046744329315911784,0.9915213189561572,3.5129416729351726e-05,0.04500260109772742,0.9923433849028603,5.3531638336294826e-05,0.04434547792141239,0.9928979750132969,5.163653767327924e-05,0.04489209663017873,0.993359693061196,4.4485143958076395e-05,0.04499806878231865,0.9939334941002211,4.0659434957120985e-05,0.04500966148478448,0.9943377922023755,3.3507504069702844e-05,0.04496738064455681,0.9947616595696155,2.2067596679272544e-05,0.0450052819224894,0.9954167088952949,2.550557321437386e-05,0.04499846585810186,0.9963153651794485,3.2794423115360495e-05,0.044343403247659126,0.9972104200346616,2.754750632815308e-05,0.04488947746703193,0.9984675184168466,1.3696720520311318e-05,0.04499153199066989
4.30513,-3.525398737550876,-6.35143241685235,3.492995388230785,0.06128955652110397,-0.7734006578279881,0.23782727601873394,-0.5844076113013635,-9.450006166185496,1.9729655863004172,-1.4241931694780217,-0.8514512503932874,0.39920725797571555,-0.29998528609163616,30.11540853389967,-6.244127031362263,-19.78929302225614,4.578286327126439,0.1690660383276738,-8.165517996134581e-06,6.879257981672065,6.864277938208124,6.864280922794423,6.879261243885977,0.028750518794185796,0.00021454465030877517,0.04502005699744994,0.03341232990486716,2.970967520993397e-05,0.04635123434197327,0.03827357907183444,5.730586614083959e-05,0.045548821311186476,0.9533760404693171,0.01016842858625326,0.08998216717855499,0.9794710038493678,0.0012138896639007077,0.08880174898911461,0.9879194658629187,9.624487783356518e-05,0.047049666921399246,0.9906588890517114,5.5856935702332194e-05,0.04802305986232791,0.9908101079361517,4.32450690695215e-05,0.044969372651588874,0.9909648652478167,2.9723299186757325e-05,0.04670183825888325,0.9914868977587159,3.4421197441449035e-05,0.04500272856830895,0.9922906115785192,5.277332434117709e-05,0.04402241193566966,0.9928467240873442,5.12509259526818e-05,0.044883150382746616,0.9933156110685388,4.4081992657164136e-05,0.04499841175919254,0.9938927093942734,4.078470594774137e-05,0.04500956169066814,0.9943042603759633,3.3531826412122045e-05,0.044968133301637465,0.9947398453207268,2.1814248888737993e-05,0.0450052457426885,0.995391497102285,2.521179300986475e-05,0.044998657341955246,0.9962825473857839,3.2817793664643874e-05,0.044020488131897885,0.9971827238370833,2.769619757835646e-05,0.04488060384691611,0.9984537846642902,1.3733752556251337e-05,0.04499182996789121
4.32732,-3.7276875603286173,-6.309161150087624,3.456516131594742,0.05141153237018138,-0.7720938550589025,0.24070366845298816,-0.5859084689128714,-8.781702950552123,1.8343996369397992,-1.8633453777901792,-0.7498526461085492,0.4029590708372809,-0.2999854672959498,30.010873985068685,-6.845456953065316,-19.732464061255754,3.695432122764135,0.15058511783864273,4.494411345924428e-05,6.8792564058111605,6.867220783727441,6.867227327645963,6.879261421629826,0.02854230992194188,0.00020820887224391743,0.045018521641649066,0.033382963384611455,2.936652025569965e-05,0.04632032345421775,0.038217847401782475,5.573167005196571e-05,0.04551946554709813,0.936818400760174,0.016557639709143132,0.08999327964562417,0.9781657263448118,0.0013052775045560708,0.08896171471135375,0.9878257383103822,9.372755253656094e-05,0.04694452733146465,0.9906027357307112,5.6153321000193016e-05,0.04805290641786276,0.9907667990388779,4.3308897273827185e-05,0.044970170715055116,0.9909354850937425,2.9380154074163997e-05,0.046663342541602836,0.9914531144520904,3.378330662546819e-05,0.04500284020350429,0.9922385498595834,5.20617189357988e-05,0.04345105898327754,0.9927958275161031,5.089657124114834e-05,0.04487394692442451,0.9932719162440299,4.369482450889798e-05,0.04499871702655403,0.9938518200503164,4.088934395710122e-05,0.045009460063196574,0.994270696794648,3.356358131534754e-05,0.044968920066032855,0.9947182646418874,2.1580678839437093e-05,0.04500521059791572,0.995366555340366,2.494176191901593e-05,0.0449988275386995,0.9962497057402258,3.284164555810081e-05,0.04344938093399224,0.9971548794281714,2.7844408911980072e-05,0.044871467258008196,0.9984400127985653,1.3771865724961548e-05,0.044992097324092935
4.34952,-3.915172005068992,-6.270115349449616,3.4103040872325363,0.04230533897426371,-0.7706332281240793,0.2429610010649062,-0.5876254713649504,-8.115719503387105,1.6824893319853216,-2.3012364716354714,-0.6678458166804135,0.4063007661147935,-0.2999844699229434,29.8470213919333,-7.3487463211925546,-19.609405831975614,13.765872948328735,0.11127567662435793,0.00014627288383932893,6.8792536712507255,6.833650282987529,6.833663135650298,6.879261550635444,0.028340260409349827,0.00020204951259205118,0.045017161560313,0.03335390979162694,2.90535929845198e-05,0.04629244383924701,0.03816350745974582,5.4339942036663766e-05,0.04549418747590843,0.9067915440854366,0.030026856674737375,0.08999796334542798,0.9767652607113899,0.0014004656334218799,0.08909663387952481,0.9877342507863975,9.148752398465182e-05,0.04685323260699951,0.9905463135601081,5.6422170603027856e-05,0.048080060882578116,0.9907234166213374,4.338241754034018e-05,0.04497098216148574,0.9909064178583349,2.9067235407719493e-05,0.04662859572377342,0.9914199019189683,3.321253312200539e-05,0.04500293885623922,0.9921871550345797,5.139482500370312e-05,0.04235598500172049,0.9927452523078598,5.057520824320071e-05,0.04486437690705293,0.9932285880522702,4.332819175965443e-05,0.04499898778717754,0.9938108447313709,4.097531894541441e-05,0.04500935778574503,0.99423709362234,3.3603172308001766e-05,0.044969719350854184,0.9946968982278891,2.1366413998317577e-05,0.04500517683847283,0.9953418591765851,2.4696163780902098e-05,0.04499897886258513,0.9962168400348139,3.286570541194108e-05,0.04235488742740206,0.9971268865935838,2.7992834587541738e-05,0.04486195879007355,0.9984262015000006,1.381129856480081e-05,0.04499233648238534
4.37171,-4.087919279743296,-6.234569695131638,3.354402616849535,0.034843610790998486,-0.7690027800215394,0.24393594371665675,-0.5898431648269973,-7.453372175412001,1.5194103290291248,-2.736396730524781,-0.3623617603372052,0.4087701296775068,-0.29998122392219534,29.66470614166252,-7.599681117107874,-19.361656635841626,37.3595953906387,-0.0044411271871496235,0.0005510595829838187,6.8792492982519216,6.754994251800472,6.7550253295179745,6.879261639943603,0.0281441257956488,0.0001961346137010262,0.045015956788601964,0.03332514009750066,2.8769694126277207e-05,0.046267405037883395,0.038110394063091836,5.3113396653982085e-05,0.04547243578840169,0.8427024519912839,0.0640890920941527,0.0899995607292145,0.9752640704935642,0.0015011902178257296,0.08921272526179963,0.9876447476454258,8.95031409718949e-05,0.04677413856002378,0.9904896485956345,5.666496447352488e-05,0.04810463087859082,0.9906799503860978,4.346623523962653e-05,0.04497179026963732,0.9908776345142383,2.878334409657554e-05,0.046597369922222034,0.9913871962022986,3.2705716669639763e-05,0.04500302690898089,0.9921363862795973,5.076875498228707e-05,0.040149037020189154,0.9926949640632917,5.0288244568063755e-05,0.044854267499538754,0.9931856022203158,4.2985831954359614e-05,0.044999227010225504,0.9937698003421005,4.1044389270373655e-05,0.045009255857624414,0.9942034426460762,3.365097626378975e-05,0.044970514499850345,0.9946757272775841,2.1170950304925645e-05,0.045005144745138205,0.9953173837196599,2.447545692526731e-05,0.0449991134123484,0.9961839521594571,3.288787535683512e-05,0.04014973393735046,0.9970987444892137,2.8142104370227924e-05,0.04485190598427547,0.9984123492255087,1.3852274491901775e-05,0.04499254962458261
4.3939,-4.246018441492367,-6.202719527659813,3.2888995487993484,0.03221495983589334,-0.7671098725010029,0.24118365628858854,-0.5935774089774803,-6.7950706789213955,1.3507627304871919,-3.1660590867620133,0.46670013687134954,0.40867157482719263,-0.29996899513602765,29.973056573951915,-7.532016833527164,-19.021885942876413,15.562552397324682,15.21853250232533,3.006138967307142,6.879244375802612,6.77661978005442,6.878845818587417,6.879261689447166,0.02795361772299378,0.0001905080726550209,0.0450148878385951,0.033296626366711914,2.851373078874434e-05,0.046245037670859,0.038058356936649176,5.203712644265518e-05,0.045453756247804976,0.6764936984387937,0.16620875355249012,0.089999943200556,0.9736541773906779,0.0016098931028863147,0.08931463858383401,0.9875569925322952,8.775511313048389e-05,0.046705850579049885,0.9904327653045966,5.688329103793704e-05,0.048126744313953494,0.9906363893657737,4.356102032415229e-05,0.044972582383820424,0.9908491071268418,2.8527387396354853e-05,0.04656946147547433,0.9913549364146208,3.225978767786123e-05,0.045003106349509235,0.9920862064785547,5.0179801042725365e-05,0.03643914881913661,0.9926449272415022,5.003682178941104e-05,0.044843376232789084,0.9931429314530047,4.267076731111245e-05,0.044999437409940966,0.9937287020211478,4.109832095278674e-05,0.04500915517024514,0.9941697352838345,3.370736224165433e-05,0.04497129290150115,0.994654733469223,2.0993808361131078e-05,0.045005114553241646,0.9952931038200566,2.427989960326758e-05,0.04499923301744334,0.9961510459323101,3.29062271469378e-05,0.0364445144682179,0.9970704517098683,2.8292779345403235e-05,0.04484106668505173,0.9983984542229906,1.3895002518107793e-05,0.044992738695202206
4.41609,-4.389439410974415,-6.1746085622978235,3.2139349807468016,0.03435610816309988,-0.7637538202243822,0.23489682889855337,-0.6002685200794993,-6.129926453227599,1.1836166974395346,-3.5881814540785895,0.8120550338134752,0.7463921870870726,-0.2332585490123868,29.98968683908031,-7.102498752880133,-18.123803505218493,57.0728706158168,56.876235360942744,11.169185723582132,6.879242687863786,6.499414139233563,6.879185455977916,6.879261690006347,0.027768414927873308,0.00018520279512047422,0.045013936523649635,0.03326834120425861,2.828516245330645e-05,0.04622523056513232,0.03800725760868881,5.109932796036524e-05,0.04543779160487758,0.3870161098873667,0.2894775885514271,0.08999998797825974,0.9719243670387069,0.001729810351971022,0.0894057393517733,0.9874707637786307,8.622875366450591e-05,0.046647279863499605,0.9903756857281267,5.7079576469914054e-05,0.04814662787878474,0.990592721680142,4.366768563167548e-05,0.04497334776981456,0.9908208083019269,2.829882491495224e-05,0.04654473821329791,0.9913230639892149,3.18724254059596e-05,0.04500317886151743,0.9920365623818951,4.9644096659543116e-05,0.03441596763708278,0.9925951053700318,4.9821871470483074e-05,0.04483138265072824,0.9931005453095043,4.2386143500418414e-05,0.04499962126768227,0.9936875625768916,4.1139444256155186e-05,0.04500905667306203,0.994135962484217,3.37727996175561e-05,0.04497204385208601,0.9946338985742903,2.0834894932752942e-05,0.045005086578254236,0.9952689939342206,2.4109885836001746e-05,0.044999339185459244,0.9961181075360276,3.293839628259972e-05,0.034424366168898025,0.9970420063611583,2.8445348709958966e-05,0.04482912069781075,0.9983845145026872,1.3939720303401633e-05,0.044992905171493146
