t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19,mu_20,nu_20,tau_20,mu_21,nu_21,tau_21 
1.34784,3.336887612504697,0.11189524242654553,8.20181391093675,0.3797736575866448,0.3361310542821939,-0.4849549560492376,-0.7125036861718091,6.833427243849212,0.8407473826044792,-5.581679362599196,-3.5799253790581234,1.4400035139777925,-0.29997664893185944,-14.950937314325797,7.119805562661816,-3.7868872038041994,87.59431290110706,0.47710559094685895,0.002313397205679664,3.890248198432821,3.5992422395393415,3.5993740899349618,3.890301391695351,0.031099470170726035,0.0006928644126940015,0.04872162503549333,0.992169016059583,0.0007248554642983518,0.0697202590895343,0.9967246346391372,0.00011009371085106579,0.04515057797303424,0.9984009892109609,3.734080168647362e-05,0.045029644595107096,0.9989818093393015,2.910245145772705e-05,0.045733726268969065,0.9990153364209439,2.8610154012532696e-05,0.044999251247202214,0.9990482104362902,2.8016825831769692e-05,0.04499071470167549,0.999082119845599,2.7356751459337844e-05,0.04499324326514224,0.9991180114175173,2.6588807738439703e-05,0.044961010262189814,0.9991558542205687,2.568609192070317e-05,0.0442439732492392,0.9991952539289152,2.4643535910849952e-05,0.044989404476029345,0.9992363836354924,2.3487196222663312e-05,0.045002186824197744,0.9992808577058069,2.2266750950008384e-05,0.0450070371096742,0.9993243090892833,2.1369314878608425e-05,0.04499692019934332,0.9993685156640384,2.0355824319373893e-05,0.04498938721911668,0.9994157681953479,1.91961511584426e-05,0.044991668612271135,0.9994683371594303,1.780023838284834e-05,0.044959881427488836,0.9995276292020339,1.604185494496798e-05,0.044240606508463017,0.9995946582504663,1.3824092225206884e-05,0.04498770876733367,0.9996728715905493,1.107724236477899e-05,0.04499734715998081,0.9997689289274329,7.87172709676866e-06,0.04499792159207909,0.999897664977077,3.787746754794598e-06,0.04499703868521376
1.38072,3.5534604945287653,0.14347655896517855,8.016179335476139,0.3991322392602206,0.3418932262624812,-0.4487038237971673,-0.7228569822020231,6.341927004758641,1.074805359222012,-5.706170284268392,-0.7003316232461725,1.4556879829239058,-0.2999005978284538,-15.784083946631888,6.451417605128873,-3.014034782008322,5.5527173813854915,0.12453790844635301,-0.000691511581407988,3.9089146060072095,3.891437526811196,3.891414677638159,3.90891526865758,0.030499560037985103,0.000599910132740941,0.047968054774384705,0.9913283373335587,0.0008406787260244249,0.07248556069644196,0.9966121607847889,0.0001124738543481743,0.04515943446535117,0.9983634537446479,3.75354663130156e-05,0.04503009340099808,0.9989522548075513,2.955453175024562e-05,0.04576704201863721,0.9989862764122718,2.906000867187094e-05,0.04499904383374077,0.9990197499416492,2.8460494640970722e-05,0.04499045697965835,0.9990543262412347,2.7793604364552903e-05,0.04499360639828511,0.9990909929681404,2.701844937696328e-05,0.04496523611936003,0.9991297507474527,2.6103473116324943e-05,0.04412810226065065,0.999170214442912,2.50394860032651e-05,0.0449889748056187,0.9992125289695976,2.3854665894821247e-05,0.045002336141892745,0.999258233590414,2.2624115392736818e-05,0.045007172172265866,0.9993025855879005,2.1723501382776736e-05,0.04499670916095816,0.9993478174410135,2.069822302495461e-05,0.04498909741123127,0.9993962449569292,1.952323841851356e-05,0.044991946594777614,0.9994502267819646,1.8110377465743687e-05,0.044964054899826494,0.9995113067621062,1.632243992783375e-05,0.04412732431329381,0.9995806085089886,1.4049741477939319e-05,0.04498723807851938,0.9996616423136757,1.1229276873647748e-05,0.04499731111562791,0.9997609506204699,7.978306962754649e-06,0.044997864895203805,0.9998938140261939,3.850950883085985e-06,0.0449969516257775
1.41359,3.753442134598175,0.18237605582213018,7.826946312055224,0.4095931446299656,0.35731334171803975,-0.4300597358419726,-0.7208773164271552,5.82303772909017,1.286890610382531,-5.805254293841821,-0.5177904311338697,1.4597820681635363,-0.2999233307247566,-16.150900434805337,5.599899992541554,-2.8207770982767384,2.4919847792798215,0.09265385169572071,-6.186641669702699e-05,3.927541197183606,3.9202583549793064,3.9202324512926805,3.9275173967567607,0.02997238787685121,0.000527172161133896,0.04742596062549848,0.9903451792067852,0.0009831581267733486,0.0751202003139978,0.996497137479821,0.00011502330496795436,0.04516984622312226,0.9983256829314767,3.7770813171208096e-05,0.045030646544600206,0.9989222261696235,3.002863792787147e-05,0.04580388415462719,0.9989567449601281,2.953145214389673e-05,0.04499883376994659,0.9989908229772343,2.892696441475738e-05,0.044990167810478064,0.9990260725801249,2.825366110944253e-05,0.044993943190687044,0.9990635215067097,2.747146143085032e-05,0.04496869464091601,0.9991032078232198,2.654292423270668e-05,0.04416181644060628,0.9991447598133567,2.545462955508218e-05,0.04498848284932986,0.9991882926042425,2.4236365355270878e-05,0.04500248133590115,0.9992352398643459,2.299372606808362e-05,0.04500730390130637,0.9992804958720597,2.208971584080946e-05,0.044996487744476066,0.9993267654410849,2.1051999928852368e-05,0.0449887719726877,0.9993763847614119,1.9860195517456937e-05,0.044992187869806,0.9994317974606941,1.8429321270652357e-05,0.0449674530343891,0.9994946969830726,1.660977903363562e-05,0.04416115907724178,0.9995663295638186,1.427894516969324e-05,0.04498670069523865,0.999650260574523,1.138173915276502e-05,0.044997265105195014,0.9997528653738407,8.085246629372137e-06,0.044997802985188406,0.9998898996470299,3.914379164043522e-06,0.0449968603608236
1.44647,3.9361663247684144,0.22778755959043603,7.634569324146088,0.41902882399551666,0.37342031874795384,-0.41266755933761945,-0.7174485695063059,5.2920896514985,1.4709828935185318,-5.897985109915525,-0.4358684024960732,1.4628279902554893,-0.2999253645342736,-16.46702668417217,4.736857505643648,-2.7157656182622167,1.4814378553992573,-2.2406860452570365,-0.0012166886266191345,3.946163030589461,3.942243661303668,3.9344659433977784,3.938426681286499,0.029503143446460742,0.00046924443039045446,0.047025684717107226,0.9891843589711824,0.0011608202356030138,0.07768778178892981,0.9963793635656597,0.00011777391416122889,0.04518225160666325,0.9982876323392496,3.8050592227162354e-05,0.045031322679523346,0.998891699604295,3.052656532815995e-05,0.045844949140684085,0.9989267182282842,3.0026731843710667e-05,0.04499861918671009,0.9989614046792761,2.941829795846502e-05,0.04498983461237471,0.9989973335222685,2.8739057856798485e-05,0.04499425531265805,0.9990355715907807,2.794991592879569e-05,0.044971573101268626,0.9990762013257918,2.700649742789011e-05,0.04389201303350729,0.9991188688713325,2.5890942024088073e-05,0.04498791216719485,0.9991636583841567,2.4634220085743932e-05,0.045002621449213714,0.9992118629026198,2.33769617262082e-05,0.0450074334847985,0.9992580267938421,2.246907821740121e-05,0.044996253175074226,0.999305347323196,2.141811788881951e-05,0.04498839768233074,0.9993561769018048,2.0207859606673015e-05,0.04499239231573056,0.9994130397765771,1.875768411665399e-05,0.04497026084766456,0.9994777927093791,1.69042736935421e-05,0.04389206997064445,0.9995518176812718,1.4511882547047896e-05,0.04498607913438991,0.9996387257617909,1.1534812731928181e-05,0.04499720748035426,0.9997446727420157,8.19263182493873e-06,0.04499773485675273,0.9998859216064667,3.978040563301953e-06,0.044996764088691965
1.47934,4.101262318054987,0.2787831997125987,7.439205783670247,0.4275582254459038,0.3893200851874099,-0.3960249560574955,-0.7133322723982702,4.750749173492061,1.6267033375024018,-5.987263756640292,-0.38716730471079414,1.3891672087394373,-0.29996536221056036,-16.722017149321545,3.909261899010433,-2.6599159817842075,0.8009594979505096,-6.893405348775737,-1.9394217714130084e-05,3.9647826408683087,3.9630061433280863,3.9397661461749687,3.941543303133429,0.029080780066470337,0.00042236337999041276,0.04672304694633816,0.9877981049485065,0.0013862540226759145,0.08027364840049706,0.9962585983495893,0.00012076521607063597,0.04519740341225218,0.9982492530460854,3.8379293164091635e-05,0.04503214985410405,0.9988606485472965,3.105105699877971e-05,0.04589122637952175,0.9988961692873625,3.0548940921864836e-05,0.044998398497233576,0.9989314674845228,2.9937194753135864e-05,0.04498944378133956,0.9989680812304704,2.925229179766736e-05,0.04499454440961364,0.9990071153188262,2.8456271954585638e-05,0.044974010086502154,0.9990487046036518,2.7496722140150794e-05,0.04357399289158618,0.9990925179975383,2.6350873794596033e-05,0.044987235449538546,0.9991386078028949,2.505058126146958e-05,0.0450027553820312,0.9991880870093103,2.3775893309666594e-05,0.04500756235828654,0.9992351635492512,2.2863244590826777e-05,0.04499600267846419,0.9992835495396682,2.1797783527976182e-05,0.04498796001848793,0.9993356097983873,2.0567103417945257e-05,0.04499255913450392,0.9993939436861955,1.9096090381679027e-05,0.044972614208361975,0.9994605863416327,1.7206367746319867e-05,0.04357466726441867,0.9995370689323434,1.4748748928031885e-05,0.044985345033111336,0.9996270370379576,1.1688723833378402e-05,0.044997135853561215,0.9997363721454794,8.300596536335052e-06,0.04499765921305034,0.9998818796521762,4.041954290130478e-06,0.044996661868934196
1.51221,4.248419416927313,0.3344436178981165,7.2409395880844665,0.4346337216784527,0.403503615867194,-0.3806558536419883,-0.7095310742201257,4.201026085622984,1.7552172304869056,-6.074706390738897,-0.3608363947171225,1.1625519600870966,-0.2999659997801283,-16.96904789371554,3.189561556743596,-2.59292340950437,0.4755612556412363,-4.1366292728238045,-6.418195475829091e-06,3.98340209476627,3.9825831282856625,3.968547258866418,3.9693664435714258,0.02869689132731138,0.0003838887391589478,0.046488980578677085,0.9861197587614843,0.001678346187022348,0.08257498548197816,0.9961345554692069,0.00012404288038208062,0.045216463028756204,0.9982104911383849,3.8761907700624486e-05,0.04503316462125924,0.9988290432717091,3.1605275587490186e-05,0.045944120958717076,0.9988650678464619,3.1101440900317374e-05,0.04499816948243537,0.9989009807009335,3.0486783589268388e-05,0.044988980792434,0.998938284906101,2.97963243694854e-05,0.044994814117837116,0.9989781218744251,2.8993444401243393e-05,0.04497611638565605,0.9990206880620622,2.801654158942034e-05,0.043382527344297955,0.9990656807264737,2.683727106455798e-05,0.04498641228543602,0.9991131196869594,2.548811593559777e-05,0.04500288192274489,0.9991638941683744,2.4192840935842318e-05,0.04500769245607291,0.9992118894823351,2.327406691640577e-05,0.04499573242393808,0.9992613571833581,2.2192356309819022e-05,0.04498744322927607,0.9993146709161425,2.093888224490401e-05,0.04499268854061669,0.9993744984850396,1.9445201155944923e-05,0.044974620136206525,0.9994430698361026,1.7516505530031142e-05,0.0433832564105085,0.9995220792021182,1.498973022546614e-05,0.044984456979575885,0.9996151933183052,1.184371965242644e-05,0.0449970472310674,0.9997279628591281,8.409286351100006e-06,0.04499757433067647,0.9998777735106686,4.10614150780229e-06,0.044996552327594745
1.54509,4.377366516903428,0.393931207849834,7.039835286634799,0.4402431014375778,0.4155452901208403,-0.36665801328025593,-0.7064877156328351,3.643182057415536,1.860071543950681,-6.159946697010117,-0.3452026945727232,1.0265635445197452,-0.2999662107732282,-17.175603021683397,2.5371008990237716,-2.530939712016927,0.35962764054294477,-1.115449480265043,-3.893075068749342e-06,4.002021451731511,4.001528456647609,3.9975727921325657,3.9980659195721073,0.028344964466166567,0.00035192686114481764,0.04630402261459495,0.9840532084514458,0.0020665503100384987,0.08431699075992374,0.9960068963893642,0.0001276590798428713,0.04524101705281957,0.9981712872954673,3.9203842917566906e-05,0.045034403330818006,0.9987968506066386,3.219266507032052e-05,0.04600517060908028,0.9988333800391133,3.168780734884929e-05,0.04499793104097245,0.9988699101459748,3.107055495890781e-05,0.04498843608335224,0.9989079103410281,3.0374565073153553e-05,0.044995071847348404,0.9989485570548381,2.956481958681372e-05,0.04497798066406852,0.9989921187426536,2.8569319408748146e-05,0.04290353054558323,0.9990383273616946,2.7353364778718615e-05,0.044985391856650514,0.999087169936537,2.5949750422418218e-05,0.045002999432438615,0.9991392639146063,2.4630253767918073e-05,0.04500782416640243,0.9991881859703869,2.3703511948032842e-05,0.04499543937021455,0.9992387538820496,2.2603301308349758e-05,0.04498683622354222,0.9992933466975528,2.1324218589303726e-05,0.044992783153717145,0.9993546927759114,1.9805709128274002e-05,0.04497636174180788,0.9994252347223292,1.7835113773344422e-05,0.042905222749576984,0.9995068442114332,1.5234990684647917e-05,0.04498336303754655,0.999603193264479,1.2000053826183501e-05,0.04499693890982599,0.999719444012564,8.518846564405281e-06,0.044997478688659734,0.9998736028874806,4.170623187958562e-06,0.04499643430187568
1.57796,4.48786053775912,0.45650921817312334,6.835963092491859,0.4450807157457668,0.42653677568648823,-0.3533133716502287,-0.7037002703567675,3.0785476927464193,1.9434767293414486,-6.243149338251091,-0.3333802203295151,0.9898940250964778,-0.29996633875499196,-17.342910783585804,1.9026391921927666,-2.489219012791683,0.3219926527196454,-0.2784812415859361,-6.037223649840853e-05,4.020640732910808,4.020258110506087,4.019099178665026,4.0194838536813515,0.028019873118258983,0.0003250913479075923,0.04615535100309185,0.9814539697567939,0.002599238694651756,0.08581930722905724,0.9958752229260108,0.00013167346335345666,0.04527301870738495,0.9981315763614845,3.9710933982783946e-05,0.045035885249719604,0.9987640337128606,3.281689377811493e-05,0.04607462116545881,0.9988010682083701,3.2311830743219844e-05,0.04499768807931411,0.9988382177882,3.1692357774747776e-05,0.04498781347766832,0.9988769194469419,3.09908940862704e-05,0.044995328357694105,0.9989183827581738,3.01742966644765e-05,0.04497966518754475,0.998962959819749,2.9158922904394733e-05,0.042320671023334276,0.9990104245733468,2.790278834798736e-05,0.044984127636480666,0.9990607312839861,2.643865255115084e-05,0.04500310525925277,0.9991141732614434,2.509065316286592e-05,0.04500795252539778,0.9991640323487311,2.4153621655819386e-05,0.04499512628856478,0.9992157217213886,2.303216066105478e-05,0.04498614100729791,0.9992716225069916,2.172419056110183e-05,0.04499284698066131,0.9993345144437178,2.017833219361991e-05,0.044977892903327064,0.9994070721143532,1.8162607976013047e-05,0.04232297332932431,0.9994913595486127,1.5484662820907528e-05,0.044982015422184156,0.999591035287656,1.2157976822967183e-05,0.04499681015767627,0.999710814597211,8.629415352837781e-06,0.04499737239400748,0.9998693674686157,4.235418865159982e-06,0.04499630846613048
1.61084,4.579700546480357,0.5214853718869047,6.629379721600238,0.44956272801544905,0.4372077154386977,-0.3401517417503874,-0.7007813086651203,2.5084132177331875,2.0060244879338005,-6.324980444503113,-0.3227949665444249,0.9807391745380064,-0.29996832344451674,-17.489350022521418,1.2689362424389174,-2.467407434283136,0.3243574746566652,0.014919431359409275,-7.12022530880812e-05,4.039259888446931,4.03886653962001,4.038692855672498,4.0390886254162615,0.027717528567536953,0.0003023445507220184,0.04603414494068,0.9780937895169124,0.0033601802398815586,0.08727271879656022,0.9957390681555415,0.00013615477046928325,0.04531549841336197,0.9980912868042116,4.028955727295204e-05,0.04503764139019043,0.9987305517770825,3.348193577857054e-05,0.04615304721187324,0.9987680905549147,3.2977653455404566e-05,0.04499744586921617,0.9988058613100521,3.2356478147898486e-05,0.044987105761211045,0.9988452697430822,3.1649703859403265e-05,0.04499559405480333,0.9988875564275794,3.08263305942811e-05,0.04498122162813616,0.9989331700883274,2.9789731422060883e-05,0.04103454416905714,0.9989819349571802,2.8489616166619796e-05,0.044982549035201956,0.9990337730229327,2.6958261053162413e-05,0.04500319610942667,0.9990885965761397,2.5576685303707608e-05,0.04500807299275908,0.9991394057998444,2.4626548886724857e-05,0.044994795221589355,0.9991922411669293,2.3480554459322753e-05,0.04498534808951225,0.9992494825919321,2.2139915059711756e-05,0.044992880119196325,0.9993139506467936,2.0563796924142216e-05,0.04497925062776632,0.99938857275837,1.8499355982987585e-05,0.04104060261452923,0.9994756207097835,1.5738838829094392e-05,0.04498034207182453,0.9995787175556332,1.2317732022662964e-05,0.044996659375929206,0.999702073472031,8.741125180083872e-06,0.04499725524479955,0.999865066921499,4.300547116375016e-06,0.04499617545795853
1.64371,4.652717286424233,0.5881752742712084,6.420119746307174,0.45380304701859037,0.4477702337975384,-0.3270377572128975,-0.6976143720010235,1.9334646685628707,2.047739763266526,-6.406094512363058,-0.31213197110855956,0.981229639043748,-0.29997066416227114,-17.618853124134013,0.6310615967239636,-2.4664843388719104,0.3257028929262841,0.046141770284556106,8.007874177801722e-06,4.057878952888322,4.057480475492368,4.057419692552272,4.057817897701757,0.02743463231899194,0.00028289624854501593,0.045934482467691266,0.9735893864463792,0.004504403070533147,0.08845333130398336,0.9955978849624381,0.00014118319310335353,0.045373294870308126,0.998050339998812,4.094680539959288e-05,0.045039705639772366,0.9986963596266225,3.4192150459402005e-05,0.046240661352729806,0.9987344006825593,3.368987235528777e-05,0.04499721310862395,0.9987727935708323,3.306773921965519e-05,0.044986304158178364,0.9988129137485312,3.235599455106497e-05,0.044995884174897756,0.9988560304081202,3.152601945918182e-05,0.04498270354343883,0.9989027032279197,3.0466860407349456e-05,0.04107445260057336,0.998952816527996,2.911842918421035e-05,0.044980556052889274,0.999006260679334,2.751234359895813e-05,0.04500326746884928,0.9990625054098452,2.6091166294350365e-05,0.045008179030031965,0.9991142812217054,2.5124578138966766e-05,0.04499445061600985,0.9991682909843209,2.3950182608437468e-05,0.044984445734463405,0.9992269100499519,2.257254198012898e-05,0.044992880860433876,0.9992929878206145,2.0962826178938796e-05,0.044980458806338684,0.9993697270499764,1.8845708393843588e-05,0.04107957472160834,0.999459623146095,1.5997563688617135e-05,0.0449782413412088,0.9995662380007957,1.2479554837492177e-05,0.04499648503818834,0.9996932193685243,8.854103506576904e-06,0.0449971275242907,0.9998607008958438,4.366025655351171e-06,0.04499603667270591
1.67658,4.706761714112865,0.6558920046301445,6.208195547596465,0.45782901047953745,0.4582847645860404,-0.31393711221948,-0.6941657372090299,1.3542588073546944,2.0684854141344156,-6.487178234191462,-0.30142474611120973,0.9827465132470257,-0.2999704009097412,-17.733079514491518,-0.011111702036610474,-2.486550289687315,0.359813143154545,0.05138554803721261,5.794580284185906e-05,4.0764980318966595,4.075986124411146,4.0759515575280165,4.076461494860142,0.027168496997776806,0.00026613532121514744,0.045851589043073744,0.967243017905004,0.006346368541375128,0.08921743442033199,0.9954510315253849,0.00014685343705320448,0.045452927186094845,0.9980086493330632,4.1690665748702175e-05,0.04504208765234478,0.9986614072822247,3.495234439799171e-05,0.04633666789709549,0.998699947061443,3.445362111625556e-05,0.044997000561334266,0.9987389619611523,3.3831609679885965e-05,0.04498541668714748,0.9987797982537883,3.311549474308042e-05,0.04499623108106758,0.9988237512113622,3.2279196757776325e-05,0.044984206288322136,0.9988715071834195,3.119604450023891e-05,0.04146018843163917,0.9989230221529966,2.979437499931877e-05,0.0449780378457661,0.9989781556281715,2.8105051162339786e-05,0.045003313354407735,0.9990358683043798,2.6637105465550016e-05,0.045008260852465204,0.9990886310890601,2.5650132645356155e-05,0.044994098365116766,0.999143848166353,2.4442817967749432e-05,0.04498343816051286,0.999203886804933,2.3023245019039064e-05,0.04499285329414383,0.9992716116956711,2.1376124943548824e-05,0.044981541944162866,0.9993505251937913,1.920185618506417e-05,0.041464132438881654,0.9994433623186484,1.626082744663765e-05,0.04497560086283692,0.9995535943305467,1.2643670248980595e-05,0.04499628799983168,0.9996842508967079,8.968471816251146e-06,0.044996990551835585,0.9998562690247472,4.431871096711804e-06,0.04499589394054138
1.70946,4.741702137670343,0.7239438128978009,5.9935968259749,0.4616365220024848,0.4687604237142232,-0.30085569981036053,-0.6904318671646137,0.7712978439083881,2.0681201257185204,-6.568921608282196,-0.2895961736163645,0.9844357724964702,-0.29996849598730374,-17.663356425721464,-0.6106752311251905,-2.6923625824596504,28.421249991581977,-0.04667248929857845,1.2542417262050154e-05,4.0951172087672125,4.00106822397597,4.001037145840962,4.095085704216574,0.02691691523283153,0.0002515817649452673,0.04578181069490812,0.9576354530549771,0.00960756485002688,0.08965732140005392,0.995297752866717,0.00015327865866780153,0.04556663052617947,0.9979661191280799,4.253020498346979e-05,0.04504483415314703,0.9986256394449485,3.5767837276246224e-05,0.04644217840872773,0.9986646723963538,3.527466508912306e-05,0.04499681234758189,0.9987043076234693,3.465433768309211e-05,0.044984423814980495,0.9987458634435423,3.393481024592893e-05,0.044996675299388146,0.9987906586461976,3.309256516457375e-05,0.044985939304249135,0.9988395233310953,3.198385232424154e-05,0.04138071962022351,0.9988924989005624,3.0523252434243605e-05,0.044974781964521114,0.9989494146596906,2.874096848085266e-05,0.045003326594538526,0.9990086505812237,2.7217723156058158e-05,0.04500831309990257,0.9990624253081974,2.6205780862747107e-05,0.04499373625827019,0.999118887874916,2.496029143709084e-05,0.0449823015579934,0.9991803936014662,2.3493203466724406e-05,0.04499279755369929,0.9992498073303405,2.180436533041985e-05,0.04498252322330856,0.9993309574271115,1.9567766679590217e-05,0.041385590636254625,0.9994268337603689,1.652855827921775e-05,0.04497220643283125,0.9995407840421155,1.2810288431356233e-05,0.04499606614969632,0.9996751665525032,9.084344204736733e-06,0.04499684350952737,0.9998517709260221,4.4980987251147794e-06,0.04499574694276178
1.74233,4.7575237608335375,0.7916485458145043,5.776223434453704,0.4616308204338687,0.4826946755978412,-0.29303394824886025,-0.6841702192609415,0.19062897185944044,2.048044660495539,-6.6574308987150745,0.6447299406888892,0.9829014513253672,-0.2999680836652564,-18.12475460018098,-1.0664455183693182,-3.085258213993037,0.22087016175361565,-0.15837626978562755,-0.00030454243307940273,4.113736193667209,4.113691286704013,4.113612000983684,4.113667262418733,0.02667807158203634,0.00023884365079519148,0.045722064970152965,0.9413744886874591,0.01626096436751787,0.08988014794229378,0.9951371576146393,0.0001605952520777479,0.045741673472651546,0.9979226434589239,4.3475669155871386e-05,0.04504806265508492,0.9985889947567949,3.664468815357475e-05,0.04656096929582025,0.9986285126638166,3.61597325373187e-05,0.04499664413461171,0.9986687645160814,3.554310738794794e-05,0.044983264792838436,0.9987110420507704,3.482139277183967e-05,0.04499723150239654,0.9987566849079015,3.397373829647893e-05,0.04498832371846608,0.9988066856143822,3.2837716713072386e-05,0.041890530325694175,0.9988611873054333,3.1311595129379587e-05,0.044970319670563065,0.998919989555793,2.9425103897747004e-05,0.04500329789460814,0.9989808139902502,2.7836590973439557e-05,0.045008335157845636,0.9990356309668494,2.6794341347960122e-05,0.044993353677258055,0.9990933834181794,2.5504456736763738e-05,0.04498097300885327,0.9991564101121131,2.3983489353180963e-05,0.04499270942374535,0.9992275592028312,2.2248127509330237e-05,0.04498342811776523,0.9993110145456634,1.994288144833041e-05,0.041892957633367145,0.9994100331456439,1.6800614725147496e-05,0.04496758640179104,0.9995278044501728,1.2979591942658661e-05,0.04499581233576145,0.9996659647187282,9.201833775363295e-06,0.04499668266194431,0.9998472062009779,4.564725043971891e-06,0.04499559292304722
1.77521,4.754014672182285,0.8584362340452504,5.555752499727824,0.4577431641081892,0.4999864220287187,-0.29044858466954604,-0.6754105199328526,-0.40520800024203785,2.0129861075609785,-6.75885632228238,0.6519908725641006,0.9776949567204222,-0.2999780952568727,-18.0573010384198,-1.304298134399806,-3.710227147323807,0.05693241572951371,-44.18386083184595,-7.754890454881112e-05,4.132355073014065,4.132342613092688,3.9855191201246885,3.9855342167101804,0.026450466618493762,0.0002276049635425653,0.045669696287218835,0.9079821291231012,0.03339235956435819,0.08997155068900448,0.9949681727422577,0.00016898487238171963,0.0460414373650149,0.997878102716078,4.4540742845765705e-05,0.04505194730639593,0.9985514039741883,3.7590782606458016e-05,0.04669573774384369,0.998591395537233,3.711712658368635e-05,0.044996488174614165,0.9986322578527435,3.650666333796336e-05,0.04498186814740949,0.9986752576659651,3.57843848053503e-05,0.04499782552208603,0.9987217533834742,3.493152442715755e-05,0.04499195414406766,0.9987729207187078,3.3764895674426585e-05,0.04168139871217286,0.9988290201784281,3.2167127004943657e-05,0.04496371209592004,0.998889825441583,3.0164114209818934e-05,0.045003216361132775,0.9989523155169,2.8498473350287156e-05,0.04500832613566805,0.9990082119010749,2.7419065774463637e-05,0.044992942308787406,0.9990673060978313,2.607732034781137e-05,0.044979385344176795,0.99913191483063,2.4495281482977736e-05,0.04499258341519216,0.9992048512714184,2.2707931412895143e-05,0.044984280052228244,0.9992906896866419,2.0324859021557826e-05,0.04168493242328774,0.9993929562807861,1.7076864857755846e-05,0.04496079630393857,0.999514652587578,1.3151862594685249e-05,0.04499551688326507,0.999656643617857,9.321100870979007e-06,0.04499650372776552,0.9998425744282071,4.6317727709415495e-06,0.04499542923335534
1.80808,4.730949321874568,0.9239042602169862,5.331592935219187,0.45018565364506724,0.5090928529069948,-0.2932918458336084,-0.6724523839184655,-0.9988274898515412,1.9701083379987563,-6.880827105227383,0.6538624807017555,-0.4748145218651424,-0.2999806446157741,-18.582789487468528,-1.0210908608964138,-3.8664878308361312,-0.09815884639844698,-0.1848484440473271,-9.213187361946278e-05,4.150973493885918,4.15096777912124,4.150806599606479,4.150815446883568,0.026232873317816565,0.0002175933006772068,0.04562249743337901,0.8060887178307147,0.10189341129238659,0.08999695262350764,0.9947894846697378,0.000178688072519694,0.04662924797083865,0.9978323601356668,4.5742580411648875e-05,0.04505673540158804,0.9985127878738976,3.861610029076364e-05,0.046847457450787174,0.998553238425197,3.815711203590768e-05,0.044996340257525594,0.998594702425701,3.7555427042574604e-05,0.04498016401284814,0.9986384230749171,3.6834591047933564e-05,0.044998356572557636,0.9986857772937824,3.597608969179522e-05,0.044997720905098335,0.998738153237774,3.476748093400457e-05,0.04132285238004396,0.9987959211577447,3.3099020683322835e-05,0.04495274615673209,0.9988588591771963,3.0966264386862956e-05,0.04500306901758762,0.9989231060449406,2.9209471959663426e-05,0.04500828400448809,0.998980128237218,2.8083663857020525e-05,0.04499250056092055,0.9990406251950168,2.668090281472539e-05,0.04497747524956549,0.9991068851769289,2.5029653701368414e-05,0.044992413282047033,0.9991816670819307,2.318418948768896e-05,0.04498510133619595,0.9992699850883815,2.0704598260410914e-05,0.04132846468597847,0.9993755990897705,1.735719101562891e-05,0.044949607097023614,0.9995013251480666,1.3327439511499011e-05,0.04499516725288475,0.9996472012686761,9.442349181000804e-06,0.04499630257321742,0.9998378751555096,4.699272697380103e-06,0.04499525431896391
